0.27888,0.18414
0.27342,0.18815
0.26888,0.19216
0.26374,0.19648
0.25863,0.19449
0.25382,0.1928
0.24933,0.18825
0.24545,0.18945
0.24158,0.18462
0.23713,0.17119
0.23209,0.1549
0.22587,0.12943
0.21907,0.10138
0.21437,0.076201
0.21268,0.056756
0.21489,0.037597
0.22518,0.032778
0.24775,0.040003
0.28469,0.064722
0.33569,0.098041
0.39717,0.13164
0.46345,0.16207
0.52914,0.18675
0.58886,0.2054
0.63902,0.2183
0.67813,0.23118
0.70409,0.24118
0.7202,0.24513
0.73063,0.2462
0.73598,0.24725
0.73686,0.24828
0.73355,0.24929
0.72637,0.25027
0.7159,0.25123
0.70214,0.2493
0.6851,0.25307
0.66448,0.26571
0.64057,0.27832
0.61725,0.29091
0.59364,0.31235
0.56614,0.3306
0.53685,0.33735
0.50785,0.31738
0.47975,0.27988
0.45403,0.24808
0.4313,0.23403
0.41215,0.23457
0.39629,0.2322
0.38311,0.22377
0.37291,0.22706
0.36569,0.3244
0.36025,0.63313
0.3548,0.84485
0.34905,0.58978
0.34298,0.23168
0.33629,0.12598
0.3293,0.14073
0.32199,0.15544
0.31436,0.16722
0.30672,0.1761
0.29905,0.1789
0.29197,0.17879
0.28487,0.18466
0.27984,0.18732
0.27598,0.18707
0.27151,0.18964
0.26731,0.1893
0.26339,0.18604
0.25974,0.18273
0.25637,0.18225
0.25297,0.17885
0.24925,0.16652
0.2446,0.14811
0.23874,0.12708
0.23165,0.099694
0.22663,0.075707
0.22427,0.05426
0.22547,0.044532
0.23472,0.040788
0.2565,0.054503
0.29261,0.083096
0.34274,0.1171
0.40301,0.15423
0.46864,0.17984
0.53364,0.20197
0.59263,0.21862
0.64232,0.23208
0.68063,0.24264
0.70515,0.2503
0.71948,0.25477
0.7278,0.25348
0.73041,0.25503
0.72851,0.25971
0.7224,0.26121
0.71268,0.25982
0.69964,0.25841
0.68329,0.263
0.66393,0.27905
0.64155,0.28935
0.61646,0.29963
0.59254,0.32166
0.56861,0.34081
0.54166,0.34503
0.5138,0.32887
0.48681,0.28919
0.46131,0.25524
0.43877,0.2362
0.41952,0.23465
0.40353,0.23598
0.39022,0.23731
0.37929,0.23004
0.37045,0.31055
0.36338,0.61742
0.3581,0.88615
0.35311,0.69071
0.34751,0.29275
0.34191,0.13577
0.33599,0.12828
0.32948,0.14748
0.32266,0.15494
0.31584,0.15926
0.30842,0.16389
0.301,0.16826
0.29417,0.16978
0.28765,0.17161
0.28292,0.17604
0.27879,0.17477
0.27406,0.17639
0.26934,0.17833
0.26493,0.17715
0.26082,0.17284
0.25671,0.16885
0.25202,0.156
0.24643,0.14319
0.23966,0.12467
0.23201,0.10016
0.22496,0.072825
0.22121,0.051262
0.22315,0.041499
0.23259,0.037799
0.254,0.054794
0.28977,0.080434
0.33932,0.11501
0.39935,0.15249
0.46477,0.18112
0.52932,0.20692
0.5885,0.22416
0.63812,0.23541
0.6767,0.24641
0.70393,0.25201
0.72012,0.25736
0.72825,0.26017
0.73191,0.25986
0.73141,0.26246
0.72703,0.26223
0.71939,0.26204
0.70847,0.26189
0.69428,0.26178
0.68041,0.2617
0.66447,0.27055
0.64226,0.28518
0.61618,0.29381
0.58714,0.31167
0.5596,0.32926
0.53358,0.33255
0.50578,0.31779
0.478,0.28299
0.45202,0.24477
0.42906,0.22178
0.4094,0.2189
0.39274,0.2192
0.37909,0.21379
0.36815,0.21128
0.35872,0.29657
0.35049,0.60851
0.34408,0.91732
0.33857,0.75911
0.33218,0.34531
0.3252,0.13722
0.31763,0.1202
0.30978,0.12959
0.30164,0.1387
0.2935,0.14524
0.28508,0.14863
0.27636,0.15204
0.26795,0.15573
0.26015,0.16201
0.25295,0.16543
0.24785,0.16914
0.24395,0.16969
0.23946,0.17024
0.23467,0.17079
0.23018,0.16818
0.226,0.16012
0.22152,0.1489
0.21614,0.13451
0.20987,0.11467
0.203,0.091658
0.19732,0.065771
0.19584,0.042742
0.20003,0.028595
0.21289,0.029066
0.23921,0.044154
0.28078,0.073858
0.33699,0.11244
0.40397,0.15101
0.47603,0.18382
0.54719,0.21059
0.61146,0.22874
0.66527,0.24084
0.70771,0.25292
0.73848,0.25897
0.75878,0.26499
0.76951,0.26841
0.77365,0.26865
0.7742,0.26887
0.77116,0.26907
0.76452,0.27212
0.75429,0.27228
0.74016,0.26955
0.72214,0.27828
0.70023,0.2933
0.67473,0.30198
0.64593,0.31667
0.61474,0.33449
0.58533,0.34628
0.55712,0.34025
0.52651,0.31384
0.49619,0.27565
0.46737,0.24347
0.44123,0.23164
0.41868,0.2284
0.39882,0.23146
0.38224,0.22532
0.36865,0.24585
0.35746,0.43075
0.34775,0.79751
0.33955,0.91784
0.33313,0.55047
0.32731,0.20976
0.3206,0.12438
0.31329,0.13021
0.30568,0.13862
0.29748,0.14731
0.28928,0.15285
0.28108,0.1558
0.27288,0.16133
0.26499,0.16715
0.2574,0.17269
0.25012,0.17536
0.24434,0.17517
0.24006,0.17499
0.23519,0.17481
0.23002,0.17464
0.22487,0.16587
0.21972,0.15683
0.21368,0.14494
0.20736,0.12416
0.20045,0.097663
0.19354,0.071182
0.18905,0.047587
0.19024,0.030036
0.20101,0.021111
0.21898,0.02397
0.24712,0.047506
0.29143,0.079959
0.3495,0.12104
0.41656,0.15928
0.48662,0.18894
0.55371,0.21232
0.61304,0.22741
0.66191,0.23937
0.69914,0.24246
0.72563,0.24846
0.74315,0.2519
0.75232,0.25509
0.75552,0.25545
0.75516,0.25583
0.75152,0.25625
0.74401,0.25384
0.73262,0.25433
0.71737,0.25772
0.69825,0.27577
0.67525,0.28813
0.64899,0.30052
0.62004,0.32183
0.58903,0.33716
0.56042,0.33502
0.53302,0.31227
0.50354,0.27176
0.47468,0.23759
0.44763,0.22354
0.42358,0.22157
0.40254,0.22251
0.38481,0.21773
0.37007,0.23336
0.35805,0.39303
0.34842,0.75527
0.34001,0.90897
0.33311,0.58706
0.32771,0.23591
0.32292,0.13724
0.31695,0.14417
0.31069,0.15715
0.30414,0.16412
0.297,0.16853
0.28928,0.17268
0.28096,0.17684
0.27295,0.18102
0.26525,0.18235
0.25815,0.18369
0.25136,0.18505
0.24666,0.18355
0.24347,0.17918
0.23998,0.17741
0.23619,0.17306
0.23241,0.15982
0.22833,0.14659
0.22396,0.1302
0.21839,0.1052
0.21222,0.080197
0.20724,0.060929
0.20705,0.038786
0.21553,0.031553
0.23657,0.035784
0.26478,0.060659
0.30256,0.08839
0.35558,0.12787
0.41936,0.16733
0.48732,0.195
0.55319,0.2109
0.61187,0.22706
0.66007,0.24004
0.69751,0.24697
0.72387,0.251
0.74095,0.25213
0.75054,0.25926
0.75385,0.26033
0.75265,0.2585
0.74846,0.2595
0.74127,0.26046
0.73047,0.26426
0.71577,0.2769
0.69717,0.28635
0.67468,0.29891
0.64857,0.32033
0.61977,0.33854
0.58855,0.34523
0.55672,0.32835
0.52488,0.29363
0.49751,0.256
0.4734,0.23581
0.44929,0.23336
0.42694,0.23373
0.40728,0.23089
0.39029,0.22829
0.37567,0.30796
0.36342,0.61336
0.35325,0.86907
0.34456,0.65167
0.33705,0.26122
0.32982,0.12891
0.32376,0.14343
0.31828,0.15789
0.31159,0.16656
0.30399,0.1723
0.29606,0.17771
0.28782,0.18019
0.27986,0.17975
0.27218,0.18529
0.26508,0.18474
0.25856,0.18415
0.25261,0.18637
0.24815,0.18567
0.24456,0.18205
0.24245,0.17523
0.24092,0.17152
0.23788,0.15887
0.23303,0.1433
0.22636,0.1188
0.21878,0.094253
0.21088,0.069664
0.20566,0.051058
0.207,0.038151
0.21909,0.034099
0.24432,0.053248
0.28479,0.081543
0.32972,0.11554
0.38002,0.14922
0.44257,0.18029
0.50898,0.2053
0.5721,0.21853
0.62683,0.23488
0.67018,0.24232
0.70185,0.24946
0.72275,0.25083
0.73496,0.25247
0.73998,0.25668
0.7396,0.258
0.73473,0.25645
0.72686,0.25804
0.71598,0.25933
0.70181,0.26664
0.68403,0.27968
0.66266,0.28985
0.63798,0.31178
0.61061,0.33056
0.58083,0.33499
0.54985,0.32164
0.51916,0.28764
0.48995,0.25394
0.46313,0.23172
0.44168,0.2273
0.42441,0.22575
0.40534,0.22709
0.38627,0.22271
0.37197,0.27974
0.36065,0.55453
0.35172,0.86433
0.34429,0.86577
0.33774,0.33277
0.33178,0.13458
0.32583,0.11859
0.31986,0.14078
0.3136,0.15123
0.30793,0.15569
0.30285,0.16046
0.29687,0.16498
0.2906,0.16982
0.28432,0.17153
0.27774,0.17328
0.27145,0.17535
0.26517,0.17716
0.25948,0.17902
0.25469,0.17804
0.2499,0.17709
0.2451,0.17045
0.24151,0.16069
0.23791,0.1481
0.23223,0.12665
0.22475,0.10237
0.21727,0.07526
0.21218,0.054213
0.21278,0.041811
0.22325,0.038054
0.24688,0.052409
0.28517,0.078276
0.33721,0.11594
0.40003,0.15078
0.46823,0.17963
0.52716,0.20278
0.57773,0.22309
0.6271,0.23742
0.66901,0.24891
0.70135,0.25441
0.72413,0.25708
0.73884,0.26007
0.74638,0.2628
0.74825,0.26269
0.74534,0.26262
0.73854,0.26258
0.72787,0.25969
0.71482,0.26544
0.69938,0.28011
0.68036,0.28907
0.65776,0.29806
0.63188,0.31854
0.60332,0.3336
0.57298,0.33662
0.54204,0.31615
0.51172,0.28106
0.4829,0.24026
0.45678,0.223
0.43337,0.22009
0.41295,0.22036
0.39703,0.2149
0.38442,0.21233
0.37211,0.32108
0.36101,0.65044
0.35142,0.9299
0.34274,0.73344
0.33467,0.3224
0.32691,0.13771
0.31857,0.12056
0.31053,0.13268
0.30221,0.13878
0.29361,0.14803
0.28651,0.15442
0.28033,0.16052
0.27266,0.16376
0.26471,0.16727
0.25707,0.17337
0.24944,0.17373
0.24213,0.17695
0.23543,0.1773
0.22934,0.17764
0.22446,0.17511
0.21959,0.16368
0.21444,0.15224
0.2105,0.13792
0.20627,0.11471
0.20056,0.091481
0.19487,0.065378
0.19188,0.042134
0.19548,0.030643
0.21016,0.030904
0.23891,0.05181
0.28292,0.084182
0.3401,0.12285
0.40686,0.16123
0.47693,0.1907
0.54462,0.21442
0.59826,0.23211
0.63996,0.24405
0.67718,0.25312
0.70694,0.25901
0.72863,0.25917
0.74256,0.26246
0.75053,0.26259
0.75372,0.25956
0.75243,0.25968
0.74697,0.25979
0.73793,0.26305
0.72502,0.26888
0.70972,0.2836
0.69174,0.29258
0.66928,0.30729
0.64294,0.32515
0.61363,0.33699
0.58222,0.32816
0.54993,0.30471
0.51795,0.26375
0.48747,0.2314
0.45968,0.21971
0.4346,0.21978
0.41251,0.21985
0.39342,0.21419
0.37882,0.24066
0.36751,0.44041
0.35711,0.81345
0.3476,0.92514
0.339,0.53767
0.33071,0.203
0.32272,0.12078
0.31503,0.12694
0.30674,0.13569
0.29846,0.14474
0.29048,0.15065
0.28251,0.15398
0.27633,0.15705
0.27135,0.16013
0.26517,0.16322
0.2587,0.16662
0.25193,0.16975
0.24576,0.1729
0.24049,0.1732
0.23522,0.16778
0.23025,0.16209
0.22529,0.15356
0.21942,0.13931
0.21296,0.12221
0.2056,0.096238
0.20004,0.07029
0.19657,0.047235
0.19609,0.029939
0.20309,0.024717
0.22175,0.033862
0.25446,0.057948
0.30213,0.09669
0.36145,0.13861
0.42826,0.17138
0.49656,0.19872
0.56067,0.21977
0.61611,0.23511
0.6572,0.24473
0.68633,0.25151
0.71067,0.25516
0.72814,0.2617
0.73932,0.26568
0.74543,0.26337
0.74705,0.26424
0.74448,0.26513
0.73803,0.26317
0.72739,0.26697
0.71286,0.28256
0.69415,0.29529
0.67126,0.30804
0.64807,0.32683
0.62428,0.34536
0.59661,0.34927
0.56624,0.33282
0.53499,0.29573
0.50463,0.25579
0.47577,0.23623
0.4493,0.23446
0.42613,0.23558
0.40625,0.23067
0.38936,0.23467
0.37546,0.3388
0.36546,0.6687
0.35785,0.93148
0.34995,0.7123
0.34235,0.30809
0.33505,0.14772
0.32776,0.13711
0.32017,0.14399
0.31259,0.14513
0.30471,0.14941
0.29654,0.15341
0.28837,0.15739
0.2802,0.16137
0.27234,0.16562
0.26658,0.16957
0.26231,0.16462
0.25716,0.16567
0.252,0.1667
0.24656,0.16485
0.24111,0.16298
0.23597,0.15506
0.23054,0.14426
0.22451,0.13056
0.21789,0.10794
0.21007,0.08529
0.20256,0.059748
0.19834,0.039914
0.2001,0.034968
0.20964,0.038597
0.23174,0.057112
0.2682,0.089936
0.31872,0.12875
0.3803,0.16466
0.44786,0.19164
0.51542,0.21572
0.5773,0.23688
0.62991,0.24625
0.67146,0.24955
0.70195,0.25281
0.72047,0.25603
0.73091,0.25633
0.73777,0.25976
0.74013,0.25998
0.73861,0.26302
0.7335,0.26316
0.72479,0.27185
0.71219,0.28682
0.6957,0.29542
0.67531,0.30714
0.65133,0.33057
0.62406,0.34219
0.59797,0.33628
0.57188,0.30965
0.54219,0.2652
0.51159,0.23849
0.48128,0.22924
0.45305,0.22596
0.4284,0.22264
0.40703,0.21612
0.38924,0.23624
0.37472,0.41467
0.36258,0.76059
